list, Map1
וַיֹאמֶר, wayo'mer
וַיֹאמַר, wayo'mar
אֲשֶׁר, 'ašer
אָשֵׁר, 'ašer
כִּי, kiy
אֱלֹהִים, 'elohiym
יֱהוִה, yehwih
יְהוָה, yhwah
יְהֹוָה, yhowah
יַעֲקֹב, yaʕaqov
יוֹֹסֵף, ywosef
שָׁנָה, šanah
וִיהִי, wiyhiy
וַיְהִי, wayhiy
הוּא, h'
הִוא, hiw'
אֹתוֹֹ, 'otwo
אִתוֹֹ, 'itwo
אַבְרָהָם, 'avraham
לֵאמֹר, le'mor
לֹא, lo'
לֹא, lo'
בְּאֶרֶץ, b'erec
בָּאָרֶץ, ba'arec
בָאָרֶץ, va'arec
בְּנִי, bniy
בְנִי, vniy
בְּנֵי, bney
בָּנַי, banay
בָנַי, vanay
לוֹֹ, lwo
לוֹֹ, lwo
לוּ, l
עֵשָׂו, ʕesaw
עָשׂוּ, ʕas
עֲשׂוּ, ʕas
עֲשׂוֹֹ, ʕaswo
פַרְעֹה, farʕoh
פַּרְעֹה, parʕoh
שָׁם, šam
שָׁם, šam
שֵׁם, šem
שָׂם, sam
הָאָרֶץ, ha'arec
לְךָ, lxa
לֵךְ, lex
לְךָ, lxa
לָךְ, lax
לָךְ, lax
אֵלָיו, 'elayw
וַיִקְרָא, wayiqra'
וְיִקָרֵא, wyiqare'
וְהִנֵה, whineh
אֹתָה, 'otah
אָתָה, 'atah
אַתָה, 'atah
אִתָה, 'itah
אִישׁ, 'iyš
הִנֵה, hineh
הִנֶה, hineh
הֵנָה, henah
וַתֹאמֶר, wato'mer
וַיֵרָא, wayera'
וַיַרְא, wayar'
אֵת, 'et
אָתְ, 'at
אַתְ, 'at
יִצְחָק, yicħaq
אִתָם, 'itam
אֹתָם, 'otam
אַתֶם, 'atem
הַזֶה, hazeh
הֲזֶה, hazeh
אָנֹכִי, 'anoxiy
וַיָבֵא, wayave'
וַיָבֹא, wayavo'
שְׁבַע, švaʕ
שָׂבָע, savaʕ
שֶׁבַע, ševaʕ
שָׁבַע, šavaʕ
שְׁבֻעַ, švuʕa
שָׁבַע, šavaʕ
מִצְרַיִם, micrayim
מִצְרָיִם, micrayim
וַיִקָח, wayiqaħ
וְיִקַח, wyiqaħ
וַיִקַח, wayiqaħ
לִי, liy
לִי, liy
שָׁנִים, šaniym
שְׁנִיִם, šniyim
שְׁנָיִם, šnayim
שְׁנַיִם, šnayim
שְׁנֵים, šneym
כְּנַעַן, knaʕan
כְנָעַן, xnaʕan
כְנַעַן, xnaʕan
כְּנָעַן, knaʕan
וַיֹאמְרוּ, wayo'mr
כַּאֲשֶׁר, ka'ašer
אָבִיו, 'aviyw
וַיִוָּלֵד, wayialed
וַיוֹֹלֶד, waywoled
לָהֶם, lahem
אֲדֹנִי, 'adoniy
אֲדֹנָי, 'adonay
אֲדֹנֵי, 'adoney
וְאֵת, w'et
אַחֲרֵי, 'aħarey
אַחֲרַי, 'aħaray
אַחֲרָי, 'aħaray
אֵלֶה, 'eleh
אֵלָה, 'elah
אָלָה, 'alah
אֲבִי, 'aviy
אָבִי, 'aviy
לָבָן, lavan
עוֹֹד, ʕwod
מְאֹד, m'od
אִתִי, 'itiy
אֹתִי, 'otiy
אֶחָיו, 'eħayw
אָחִיו, 'aħiyw
אֻלַי, 'ulay
אֵלַי, 'elay
אֵלָי, 'elay
עַל־הָאָרֶץ, ʕal־ha'arec
אַלוּף, 'alf
וַתֵלֶד, wateled
וְתֵלֵד, wteled
הַמַיִם, hamayim
הַמָיִם, hamayim
עָשָׂה, ʕasah
עֲשֹׂה, ʕasoh
עֹשֶׂה, ʕoseh
עָשָׂה, ʕasah
עֲשֵׂה, ʕaseh
אַבְרָם, 'avram
וַיָשֶׁב, wayašev
וַיֵשֶׁב, wayešev
וַיַשֵׁב, wayašev
וַיָשָׁב, wayašav
בֵן, ven
בֵּן, ben
מֵאוֹֹת, me'wot
לִפְנֵי, lifney
לְפָנָי, lfanay
לְפָנַי, lfanay
אֲחִי, 'aħiy
אֵחִי, 'eħiy
אַחַי, 'aħay
אָחִי, 'aħiy
אֲחֵי, 'aħey
יִשְׂרָאֵל, yisra'el
וַיִתֵן, wayiten
וְלֹא, wlo'
וְהָיָה, whayah
וֶהְיֵה, wehyeh
בָנִים, vaniym
בָּנִים, baniym
הַשָׁמַיִם, hašamayim
הַשָׁמָיִם, hašamayim
בְּנוֹֹ, bnwo
בָּנוּ, ban
וְעַתָה, wʕatah
לָכֶם, laxem
וַיֵלֶךְ, wayelex
וַיֵלַךְ, wayelax
וּבְנֵי, vney
הַהִוא, hahiw'
הַהוּא, hah'
יוֹֹם, ywom
מֵעָל, meʕal
מֵעַל, meʕal
עַד, ʕad
עֹד, ʕod
עֵד, ʕed
וַיָמֹת, wayamot
וַיָמֶת, wayamet
